consultation_faith_5,"If not, why not?",This question asks why stakeholders have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant stakeholders identified.  This would be the correct answer if it had been decided that there were no suitable stakeholders representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant stakeholders.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant stakeholders.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.</li></ul>,,
impact_faith_5,What evidence will be collected and when?,This question asks you to estimate the timescales for collecting additional information.<br/><br/> If you are not sure about the timescales please note this in the space provided.,,
additional_work_faith_6,Do you think that the #{function_policy_substitution} could help foster good relations between persons who share the relevant protected characteristic and persons who do not share it?,This question asks you to assess whether the #{function_policy_substitution} could have a role in assisting #{wordings[strand]} to get on better with each other.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to promote good relations as their primary purpose and some #{function_policy_substitution}s that might have this as a secondary role.,,
consultation_faith_6,"If so, how did you obtain these views?",This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.,,
impact_faith_6,Have you received any other feedback about the #{function_policy_substitution} in meeting the needs of #{wordings[strand]}?,"This question asks you if there are other measures by which you could assess the impact of the #{function_policy_substitution} on #{wordings[strand]}#{data[""extra_strand_wordings""][""impact""][6][""extra_word""][strand]}.  Such measures might be the level of complaints, anecdotal evidence or your first hand experience of the #{function_policy_substitution}.<br/><br/>#{data[""extra_strand_wordings""][""impact""][6][""extra_paragraph""][strand]} The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/> In the light of this question you may want to go back and review your assessment of the impact of the #{function_policy_substitution} on #{wordings[strand]}.",,
impact_faith_7,Please record the nature of such feedback.,"This question asks you to record the details of any additional measures.<br/><br/> A brief description, source and date will be sufficient.",,
consultation_faith_7,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,This question asks you if you are proposing further actions associated with this EA and will generate an Action Plan to be completed.  Details of this will appear at the end of the report.<br/><br/> Tips:<br/> <ul><li>An action plan may be required to mitigate impact on a protected characteristic.</li> <li>Ensure action plans are followed through.</li> </ul><br/>,,
impact_faith_8,"You may have evidence from more than one source.  If so, does it present a consistent view?","This question asks you whether all the information from the range of sources gives a consistent assessment of the impact of the #{function_policy_substitution}.If not, you will need to explain the outcome of your findings in the Analysis.<br/><br/> Tip:<br/> <ul><li>You may need to do further work to understand why the evidence is inconsistent and how this impacts on your analysis.<?li. </ul><br/> ",,
impact_faith_9,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,"This question asks you to identify any issues about the way in which the #{function_policy_substitution} has an impact upon people from different religions or beliefs.  An issue will be where there is a differential impact.  #{data[""extra_strand_wordings""][""impact""][9][strand]}<br/><br/> Differential impact can be positive or negative. Negative or adverse differential impact needs to be addressed by putting in place compensatory measures.<br/><br/> Some differential impact is intentional and can be characterised as positive action.",,
impact_gender_1,Describe how the #{function_policy_substitution} meets the needs of #{wordings[strand]}?,This question asks you to assess the current impact of the #{function_policy_substitution} in meeting the particular needs of #{wordings[strand]}.<br/><br/> If the #{function_policy_substitution} is not meeting the needs of any #{wordings[strand]} purely because of their #{descriptive_term[strand]} then clearly the impact of the #{function_policy_substitution} in this regard is not positive.,,
additional_work_gender_1,Do you need any more information to complete the assessment?,This question asks you to reflect upon whether you think that you need further information to obtain a comprehensive view of the impact of the #{function_policy_substitution}.<br/><br/> The Impact section asked you to identify existing information to assess the impact of the #{function_policy_substitution} on #{wordings[strand]}.<br/><br/> The Consultation section asked you to who had been consulted about the impact of the #{function_policy_substitution}. <br/><br/> Even with these two sources of information you may feel that there is additional information required such as further data collection and analysis of further consultation.,,
consultation_gender_1,Have you obtained the views of #{wordings[strand]} on the impact of the #{function_policy_substitution}?,"This question asks whether any individuals representing the interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][1][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for a number of #{function_policy_substitution}s.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>Tips:<br/> <ul><li>Use BeHeard to undertake public consultation.</li> <li>Include equality questions on the Beheard questionnaire to establish facts and gain information.</li> <li>Refer to the corporate guide for consultation.</li> <li>The BVSC website provides contact information for many faith groups, charities and support groups who could be consulted.</li> </ul><br/> ",,
additional_work_gender_10,Please explain how individuals may be impacted.,This question relates whether the Function/Policy could have a role in eliminating discrimination or harassment faced by individuals of a protected characteristic. Describe how this is achieved and the proposed outcome.<br/><br/> Some Functions/Policies may be developed specifically to eliminate discrimination or harassment and some Functions/Policies may have a secondary role in eliminating discrimination or harassment.,,
impact_gender_10,Please give more information about the contradictory evidence.,This question asks you to record the details of the contradictory evidence.<br/><br/>Tip:<br/> <ul><li>You may need to explore this further to establish how this impacts on the assessment.</li> </ul><br/> ,,
additional_work_gender_2,Please explain what information you need.,"A brief description of the nature of the information, source and timescales for collection will be sufficient.",,
impact_gender_2,Do you have evidence to support the assessment?,"This question asks you whether you have any information to support your assessment of the impact of the #{function_policy_substitution} that you recorded in the previous question.<br/><br/> The information could take a wide variety of forms from regular performance management information, evaluation work, surveys, academic publications and audit reports.<br/><br/> The available answers are:<br/> <ul><li>Yes</li> <li>No</li> </ul> If you have not got information to support the assessment of impact you might like to think on what basis you made the assessment.",,
consultation_gender_2,"If not, why not?",This question asks why groups have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant individuals identified.  This would be the correct answer if it had been decided that there were no suitable groups representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant individuals.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant individuals.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.You need to explain this decision in the report.</li></ul>,,
impact_gender_3,Please record the type of evidence and where it is from?,"This question asks you to record the nature of the information you have used to make your assessment of the impact.<br/><br/> A brief description of the information, its source and date is sufficient. e.g.<br/> Internal Audit Report.<br/> ABC Ltd<br/> October 2015<br/><br/> Tips:<br/> <ul><li>Benchmarking data can be useful to assess impact before and after implementation.</li> <li>It is helpful to define demographic profile of the population specifically impacted by the Function/Policy.</li> <li>Relevant information from previous EAs and consultation can be used.</li> </ul><br/> ",,
additional_work_gender_3,Is there any more work you feel is necessary to complete the assessment?,"Describe any further work that may be required to complete the assessment. For example, this could be a further, more detailed EA and associated consultation after Cabinet approval for proceeding with an initiative has been gained.<br/><br/> Tips:<br/> <ul><li>If there is additional work, you may wish to provide further details by adding an action plan at the end of the report.</li> <li>Several EAs may be required for an initiative as it progresses through from initial Cabinet approvals through to more detailed consultation and analysis.</li> <li>The clone tool may be useful in this instance.</li> </ul><br/>",,
consultation_gender_3,"If so, how did you obtain these views?","This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.<br/><br/> Tips:<br/> <ul><li>There is a corporate guide on undertaking consultation on Inline.</li> <li>Use ?Beheard? as the default for online consultation.</li> <li>
Organisations such as the BVSC can help identify interested stakeholders.</li> <li>If BCC employees are impacted consult with the Unions.</li> </ul><br/>
",,
purpose_gender_3,#{wordings[strand_short]},"<p>Having due regard to the need to advance equality of opportunity between persons who share a relevant protected characteristic and persons who do not share it involves the need to:</p><ul><li>remove or minimise disadvantages suffered by persons who share a relevant protected characteristic that are connected to that characteristic;</li><li>take steps to meet the needs of persons who share a relevant protected characteristic that are different from the needs of persons who do not share it;</li><li>encourage persons who share a relevant protected characteristic to participate in public life or in any other activity in which participation by such persons is disproportionately low.</li><p>The steps involved in meeting the needs of disabled persons that are different from the needs of persons who are not disabled include, in particular, steps to take account of disabled persons?? disabilities.Having due regard to the need to foster good relations between persons who share a relevant protected characteristic and persons who do not share it involves having due regard, in particular, to the need to:</p><ul><li>tackle prejudice;</li><li>promote understanding.</li></ul><p>It is acceptable that this #{function_policy_substitution} treats some persons more favourably than others.</p>",,
additional_work_gender_4,"Do you think that the #{function_policy_substitution} has a role in preventing #{wordings[strand]} being treated differently, in an unfair or inappropriate way, just because of their #{sentence_desc(strand)}?",This question asks you to assess whether the #{function_policy_substitution} could have a role in eliminating discrimination or harassment faced by #{wordings[strand]} as a result of their #{descriptive_term[strand]}.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to eliminate discrimination or harassment as their primary purpose and some #{function_policy_substitution}s which might have a secondary role in eliminating discrimination or harassment.,,
consultation_gender_4,Have you obtained the views of relevant stakeholders on the impact of the #{function_policy_substitution} on #{wordings[strand]}?,"This question asks whether any stakeholders with knowledge and expertise on the #{""different "" if strand == ""gender""}interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][4][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for a number of #{function_policy_substitution}s.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>Tip:<br/> <ul>Include equality questions in your BeHeard consultation.</li> <li>Contact potential stakeholders directly to ask them to complete the BeHeard questionnaire.</li> </ul><br/> ",,
impact_gender_4,Do you plan to collect any evidence?,This question asks you whether the Council has any plans to collect information to assess the impact of the #{function_policy_substitution}.<br/><br/> Tip:<br/> <ul><li>You may wish to set out an action plan in the report to describe when and how the evidence will be collected.</li> </ul><br/>,,
additional_work_gender_44,Please explain what work needs to be done.,A brief description of the nature of the work and timescales for completion will be sufficient.,,
impact_gender_5,What evidence will be collected and when?,This question asks you to estimate the timescales for collecting additional information.<br/><br/> If you are not sure about the timescales please note this in the space provided.,,
consultation_gender_5,"If not, why not?",This question asks why stakeholders have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant stakeholders identified.  This would be the correct answer if it had been decided that there were no suitable stakeholders representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant stakeholders.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant stakeholders.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.</li></ul>,,
consultation_gender_6,"If so, how did you obtain these views?",This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.,,
impact_gender_6,Have you received any other feedback about the #{function_policy_substitution} in meeting the needs of #{wordings[strand]}?,"This question asks you if there are other measures by which you could assess the impact of the #{function_policy_substitution} on #{wordings[strand]}#{data[""extra_strand_wordings""][""impact""][6][""extra_word""][strand]}.  Such measures might be the level of complaints, anecdotal evidence or your first hand experience of the #{function_policy_substitution}.<br/><br/>#{data[""extra_strand_wordings""][""impact""][6][""extra_paragraph""][strand]} The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/> In the light of this question you may want to go back and review your assessment of the impact of the #{function_policy_substitution} on #{wordings[strand]}.",,
consultation_gender_7,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,This question asks you if you are proposing further actions associated with this EA and will generate an Action Plan to be completed.  Details of this will appear at the end of the report.<br/><br/> Tips:<br/> <ul><li>An action plan may be required to mitigate impact on a protected characteristic.</li> <li>Ensure action plans are followed through.</li> </ul><br/>,,
impact_gender_7,Please record the nature of such feedback.,"This question asks you to record the details of any additional measures.<br/><br/> A brief description, source and date will be sufficient.",,
impact_gender_8,"You may have evidence from more than one source.  If so, does it present a consistent view?","This question asks you whether all the information from the range of sources gives a consistent assessment of the impact of the #{function_policy_substitution}.If not, you will need to explain the outcome of your findings in the Analysis.<br/><br/> Tip:<br/> <ul><li>You may need to do further work to understand why the evidence is inconsistent and how this impacts on your analysis.<?li. </ul><br/> ",,
impact_gender_9,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,"This question asks you to identify any issues about the way in which the #{function_policy_substitution} has an impact upon people from different religions or beliefs.  An issue will be where there is a differential impact.  #{data[""extra_strand_wordings""][""impact""][9][strand]}<br/><br/> Differential impact can be positive or negative. Negative or adverse differential impact needs to be addressed by putting in place compensatory measures.<br/><br/> Some differential impact is intentional and can be characterised as positive action.",,
additional_work_gender_reassignment_1,Do you need any more information to complete the assessment?,This question asks you to reflect upon whether you think that you need further information to obtain a comprehensive view of the impact of the #{function_policy_substitution}.<br/><br/> The Impact section asked you to identify existing information to assess the impact of the #{function_policy_substitution} on #{wordings[strand]}.<br/><br/> The Consultation section asked you to who had been consulted about the impact of the #{function_policy_substitution}. <br/><br/> Even with these two sources of information you may feel that there is additional information required such as further data collection and analysis of further consultation.,,
consultation_gender_reassignment_1,Have you obtained the views of #{wordings[strand]} on the impact of the #{function_policy_substitution}?,"This question asks whether any individuals representing the interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][1][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for a number of #{function_policy_substitution}s.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>Tips:<br/> <ul><li>Use BeHeard to undertake public consultation.</li> <li>Include equality questions on the Beheard questionnaire to establish facts and gain information.</li> <li>Refer to the corporate guide for consultation.</li> <li>The BVSC website provides contact information for many faith groups, charities and support groups who could be consulted.</li> </ul><br/> ",,
impact_gender_reassignment_1,Describe how the #{function_policy_substitution} meets the needs of #{wordings[strand]}?,This question asks you to assess the current impact of the #{function_policy_substitution} in meeting the particular needs of #{wordings[strand]}.<br/><br/> If the #{function_policy_substitution} is not meeting the needs of any #{wordings[strand]} purely because of their #{descriptive_term[strand]} then clearly the impact of the #{function_policy_substitution} in this regard is not positive.,,
impact_gender_reassignment_10,Please give more information about the contradictory evidence.,This question asks you to record the details of the contradictory evidence.<br/><br/>Tip:<br/> <ul><li>You may need to explore this further to establish how this impacts on the assessment.</li> </ul><br/> ,,
additional_work_gender_reassignment_10,Please explain how individuals may be impacted.,This question relates whether the Function/Policy could have a role in eliminating discrimination or harassment faced by individuals of a protected characteristic. Describe how this is achieved and the proposed outcome.<br/><br/> Some Functions/Policies may be developed specifically to eliminate discrimination or harassment and some Functions/Policies may have a secondary role in eliminating discrimination or harassment.,,
additional_work_gender_reassignment_11,Please explain how.,,,
impact_gender_reassignment_2,Do you have evidence to support the assessment?,"This question asks you whether you have any information to support your assessment of the impact of the #{function_policy_substitution} that you recorded in the previous question.<br/><br/> The information could take a wide variety of forms from regular performance management information, evaluation work, surveys, academic publications and audit reports.<br/><br/> The available answers are:<br/> <ul><li>Yes</li> <li>No</li> </ul> If you have not got information to support the assessment of impact you might like to think on what basis you made the assessment.",,
consultation_gender_reassignment_2,"If not, why not?",This question asks why groups have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant individuals identified.  This would be the correct answer if it had been decided that there were no suitable groups representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant individuals.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant individuals.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.You need to explain this decision in the report.</li></ul>,,
additional_work_gender_reassignment_2,Please explain what information you need.,"A brief description of the nature of the information, source and timescales for collection will be sufficient.",,
impact_gender_reassignment_3,Please record the type of evidence and where it is from?,"This question asks you to record the nature of the information you have used to make your assessment of the impact.<br/><br/> A brief description of the information, its source and date is sufficient. e.g.<br/> Internal Audit Report.<br/> ABC Ltd<br/> October 2015<br/><br/> Tips:<br/> <ul><li>Benchmarking data can be useful to assess impact before and after implementation.</li> <li>It is helpful to define demographic profile of the population specifically impacted by the Function/Policy.</li> <li>Relevant information from previous EAs and consultation can be used.</li> </ul><br/> ",,
purpose_gender_reassignment_3,#{wordings[strand_short]},"<p>Having due regard to the need to advance equality of opportunity between persons who share a relevant protected characteristic and persons who do not share it involves the need to:</p><ul><li>remove or minimise disadvantages suffered by persons who share a relevant protected characteristic that are connected to that characteristic;</li><li>take steps to meet the needs of persons who share a relevant protected characteristic that are different from the needs of persons who do not share it;</li><li>encourage persons who share a relevant protected characteristic to participate in public life or in any other activity in which participation by such persons is disproportionately low.</li><p>The steps involved in meeting the needs of disabled persons that are different from the needs of persons who are not disabled include, in particular, steps to take account of disabled persons?? disabilities.Having due regard to the need to foster good relations between persons who share a relevant protected characteristic and persons who do not share it involves having due regard, in particular, to the need to:</p><ul><li>tackle prejudice;</li><li>promote understanding.</li></ul><p>It is acceptable that this #{function_policy_substitution} treats some persons more favourably than others.</p>",,
consultation_gender_reassignment_3,"If so, how did you obtain these views?","This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.<br/><br/> Tips:<br/> <ul><li>There is a corporate guide on undertaking consultation on Inline.</li> <li>Use ?Beheard? as the default for online consultation.</li> <li>
Organisations such as the BVSC can help identify interested stakeholders.</li> <li>If BCC employees are impacted consult with the Unions.</li> </ul><br/>
",,
additional_work_gender_reassignment_3,Is there any more work you feel is necessary to complete the assessment?,"Describe any further work that may be required to complete the assessment. For example, this could be a further, more detailed EA and associated consultation after Cabinet approval for proceeding with an initiative has been gained.<br/><br/> Tips:<br/> <ul><li>If there is additional work, you may wish to provide further details by adding an action plan at the end of the report.</li> <li>Several EAs may be required for an initiative as it progresses through from initial Cabinet approvals through to more detailed consultation and analysis.</li> <li>The clone tool may be useful in this instance.</li> </ul><br/>",,
impact_gender_reassignment_4,Do you plan to collect any evidence?,This question asks you whether the Council has any plans to collect information to assess the impact of the #{function_policy_substitution}.<br/><br/> Tip:<br/> <ul><li>You may wish to set out an action plan in the report to describe when and how the evidence will be collected.</li> </ul><br/>,,
consultation_gender_reassignment_4,Have you obtained the views of relevant stakeholders on the impact of the #{function_policy_substitution} on #{wordings[strand]}?,"This question asks whether any stakeholders with knowledge and expertise on the #{""different "" if strand == ""gender""}interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][4][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for a number of #{function_policy_substitution}s.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>Tip:<br/> <ul>Include equality questions in your BeHeard consultation.</li> <li>Contact potential stakeholders directly to ask them to complete the BeHeard questionnaire.</li> </ul><br/> ",,
additional_work_gender_reassignment_4,"Do you think that the #{function_policy_substitution} has a role in preventing #{wordings[strand]} being treated differently, in an unfair or inappropriate way, just because of their #{sentence_desc(strand)}?",This question asks you to assess whether the #{function_policy_substitution} could have a role in eliminating discrimination or harassment faced by #{wordings[strand]} as a result of their #{descriptive_term[strand]}.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to eliminate discrimination or harassment as their primary purpose and some #{function_policy_substitution}s which might have a secondary role in eliminating discrimination or harassment.,,
additional_work_gender_reassignment_44,Please explain what work needs to be done.,A brief description of the nature of the work and timescales for completion will be sufficient.,,
consultation_gender_reassignment_5,"If not, why not?",This question asks why stakeholders have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant stakeholders identified.  This would be the correct answer if it had been decided that there were no suitable stakeholders representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant stakeholders.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant stakeholders.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.</li></ul>,,
impact_gender_reassignment_5,What evidence will be collected and when?,This question asks you to estimate the timescales for collecting additional information.<br/><br/> If you are not sure about the timescales please note this in the space provided.,,
consultation_gender_reassignment_6,"If so, how did you obtain these views?",This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.,,
impact_gender_reassignment_6,Have you received any other feedback about the #{function_policy_substitution} in meeting the needs of #{wordings[strand]}?,"This question asks you if there are other measures by which you could assess the impact of the #{function_policy_substitution} on #{wordings[strand]}#{data[""extra_strand_wordings""][""impact""][6][""extra_word""][strand]}.  Such measures might be the level of complaints, anecdotal evidence or your first hand experience of the #{function_policy_substitution}.<br/><br/>#{data[""extra_strand_wordings""][""impact""][6][""extra_paragraph""][strand]} The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/> In the light of this question you may want to go back and review your assessment of the impact of the #{function_policy_substitution} on #{wordings[strand]}.",,
additional_work_gender_reassignment_6,Do you think that the #{function_policy_substitution} could help foster good relations between persons who share the relevant protected characteristic and persons who do not share it?,This question asks you to assess whether the #{function_policy_substitution} could have a role in assisting #{wordings[strand]} to get on better with each other.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to promote good relations as their primary purpose and some #{function_policy_substitution}s that might have this as a secondary role.,,
impact_gender_reassignment_7,Please record the nature of such feedback.,"This question asks you to record the details of any additional measures.<br/><br/> A brief description, source and date will be sufficient.",,
consultation_gender_reassignment_7,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,This question asks you if you are proposing further actions associated with this EA and will generate an Action Plan to be completed.  Details of this will appear at the end of the report.<br/><br/> Tips:<br/> <ul><li>An action plan may be required to mitigate impact on a protected characteristic.</li> <li>Ensure action plans are followed through.</li> </ul><br/>,,
impact_gender_reassignment_8,"You may have evidence from more than one source.  If so, does it present a consistent view?","This question asks you whether all the information from the range of sources gives a consistent assessment of the impact of the #{function_policy_substitution}.If not, you will need to explain the outcome of your findings in the Analysis.<br/><br/> Tip:<br/> <ul><li>You may need to do further work to understand why the evidence is inconsistent and how this impacts on your analysis.<?li. </ul><br/> ",,
impact_gender_reassignment_9,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,"This question asks you to identify any issues about the way in which the #{function_policy_substitution} has an impact upon people from different religions or beliefs.  An issue will be where there is a differential impact.  #{data[""extra_strand_wordings""][""impact""][9][strand]}<br/><br/> Differential impact can be positive or negative. Negative or adverse differential impact needs to be addressed by putting in place compensatory measures.<br/><br/> Some differential impact is intentional and can be characterised as positive action.",,
impact_marriage_civil_partnership_1,Describe how the #{function_policy_substitution} meets the needs of #{wordings[strand]}?,This question asks you to assess the current impact of the #{function_policy_substitution} in meeting the particular needs of #{wordings[strand]}.<br/><br/> If the #{function_policy_substitution} is not meeting the needs of any #{wordings[strand]} purely because of their #{descriptive_term[strand]} then clearly the impact of the #{function_policy_substitution} in this regard is not positive.,,
consultation_marriage_civil_partnership_1,Have you obtained the views of #{wordings[strand]} on the impact of the #{function_policy_substitution}?,"This question asks whether any individuals representing the interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][1][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for a number of #{function_policy_substitution}s.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>Tips:<br/> <ul><li>Use BeHeard to undertake public consultation.</li> <li>Include equality questions on the Beheard questionnaire to establish facts and gain information.</li> <li>Refer to the corporate guide for consultation.</li> <li>The BVSC website provides contact information for many faith groups, charities and support groups who could be consulted.</li> </ul><br/> ",,
additional_work_marriage_civil_partnership_1,Do you need any more information to complete the assessment?,This question asks you to reflect upon whether you think that you need further information to obtain a comprehensive view of the impact of the #{function_policy_substitution}.<br/><br/> The Impact section asked you to identify existing information to assess the impact of the #{function_policy_substitution} on #{wordings[strand]}.<br/><br/> The Consultation section asked you to who had been consulted about the impact of the #{function_policy_substitution}. <br/><br/> Even with these two sources of information you may feel that there is additional information required such as further data collection and analysis of further consultation.,,
additional_work_marriage_civil_partnership_10,Please explain how individuals may be impacted.,This question relates whether the Function/Policy could have a role in eliminating discrimination or harassment faced by individuals of a protected characteristic. Describe how this is achieved and the proposed outcome.<br/><br/> Some Functions/Policies may be developed specifically to eliminate discrimination or harassment and some Functions/Policies may have a secondary role in eliminating discrimination or harassment.,,
impact_marriage_civil_partnership_10,Please give more information about the contradictory evidence.,This question asks you to record the details of the contradictory evidence.<br/><br/>,,
additional_work_marriage_civil_partnership_11,Please explain how.,,,
consultation_marriage_civil_partnership_2,"If not, why not?",This question asks why groups have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant individuals identified.  This would be the correct answer if it had been decided that there were no suitable groups representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant individuals.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant individuals.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.You need to explain this decision in the report.</li></ul>,,
impact_marriage_civil_partnership_2,Do you have evidence to support the assessment?,"This question asks you whether you have any information to support your assessment of the impact of the #{function_policy_substitution} that you recorded in the previous question.<br/><br/> The information could take a wide variety of forms from regular performance management information, evaluation work, surveys, academic publications and audit reports.<br/><br/> The available answers are:<br/> <ul><li>Yes</li> <li>No</li> </ul> If you have not got information to support the assessment of impact you might like to think on what basis you made the assessment.",,
additional_work_marriage_civil_partnership_2,Please explain what information you need.,"A brief description of the nature of the information, source and timescales for collection will be sufficient.",,
consultation_marriage_civil_partnership_3,"If so, how did you obtain these views?","This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.<br/><br/> Tips:<br/> <ul><li>There is a corporate guide on undertaking consultation on Inline.</li> <li>Use ?Beheard? as the default for online consultation.</li> <li>
Organisations such as the BVSC can help identify interested stakeholders.</li> <li>If BCC employees are impacted consult with the Unions.</li> </ul><br/>
",,
additional_work_marriage_civil_partnership_3,Is there any more work you feel is necessary to complete the assessment?,"Describe any further work that may be required to complete the assessment. For example, this could be a further, more detailed EA and associated consultation after Cabinet approval for proceeding with an initiative has been gained.<br/><br/> Tips:<br/> <ul><li>If there is additional work, you may wish to provide further details by adding an action plan at the end of the report.</li> <li>Several EAs may be required for an initiative as it progresses through from initial Cabinet approvals through to more detailed consultation and analysis.</li> <li>The clone tool may be useful in this instance.</li> </ul><br/>",,
purpose_marriage_civil_partnership_3,#{wordings[strand_short]},"<p>Having due regard to the need to advance equality of opportunity between persons who share a relevant protected characteristic and persons who do not share it involves the need to:</p><ul><li>remove or minimise disadvantages suffered by persons who share a relevant protected characteristic that are connected to that characteristic;</li><li>take steps to meet the needs of persons who share a relevant protected characteristic that are different from the needs of persons who do not share it;</li><li>encourage persons who share a relevant protected characteristic to participate in public life or in any other activity in which participation by such persons is disproportionately low.</li><p>The steps involved in meeting the needs of disabled persons that are different from the needs of persons who are not disabled include, in particular, steps to take account of disabled persons?? disabilities.Having due regard to the need to foster good relations between persons who share a relevant protected characteristic and persons who do not share it involves having due regard, in particular, to the need to:</p><ul><li>tackle prejudice;</li><li>promote understanding.</li></ul><p>It is acceptable that this #{function_policy_substitution} treats some persons more favourably than others.</p>",,
impact_marriage_civil_partnership_3,Please record the type of evidence and where it is from?,"This question asks you to record the nature of the information you have used to make your assessment of the impact.<br/><br/> A brief description of the information, its source and date is sufficient. e.g.<br/> Internal Audit Report.<br/> ABC Ltd<br/> October 2015<br/><br/> Tips:<br/> <ul><li>Benchmarking data can be useful to assess impact before and after implementation.</li> <li>It is helpful to define demographic profile of the population specifically impacted by the Function/Policy.</li> <li>Relevant information from previous EAs and consultation can be used.</li> </ul><br/> ",,
impact_marriage_civil_partnership_4,Do you plan to collect any evidence?,This question asks you whether the Council has any plans to collect information to assess the impact of the #{function_policy_substitution}.<br/><br/> Tip:<br/> <ul><li>You may wish to set out an action plan in the report to describe when and how the evidence will be collected.</li> </ul><br/>,,
