85,impact_gender_1,Describe how the #{function_policy_substitution} meets the needs of #{wordings[strand]}?,"This question asks you to assess how the #{function_policy_substitution} meets the particular needs of #{wordings[strand]}.<br/><br/> If the #{function_policy_substitution} is not meeting the needs of any #{wordings[strand]} effectively purely because of their #{descriptive_term[strand]} then this should be noted.  Again if the #{function_policy_substitution} is meeting the needs of any #{wordings[strand]} effectively then it should be noted.  If the #{function_policy_substitution} has no role, positive or negative, in meeting the needs of any #{wordings[strand]} effectively then it should be noted. "
86,impact_gender_10,Please give more information about the contradictory evidence.,This question asks you to record the details of the contradictory evidence.<br/><br/>
87,additional_work_gender_10,Please explain how individuals may be impacted.,"Please explain how the #{function_policy_substitution} may prevent #{wordings[strand]} being treated differently, in an unfair or inappropriate way, just because of their #{sentence_desc(strand)}?  For example an activity with the impact of encouraging participation and access for #{wordings[strand]} would prevent them being treated unfairly. "
88,consultation_gender_2,"If not, why not?",This question asks why groups have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant individuals identified.  This would be the correct answer if it had been decided that there were no suitable groups representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant individuals.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant individuals.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.</li></ul>
89,impact_gender_2,Do you have evidence to support the assessment?,"This question asks you whether you have any information to support your assessment of the impact of the #{function_policy_substitution} that you recorded in the previous question.<br/><br/> The information could take a wide variety of forms from regular performance management information, evaluation work, surveys, academic publications and audit reports.<br/><br/> The available answers are:<br/> <ul><li>Yes</li> <li>No</li> </ul> If you have not got information to support the assessment of impact you might like to think on what basis you made the assessment."
90,additional_work_gender_2,Please explain what information you need.,"A brief description of the nature of the information, source and timescales for collection will be sufficient."
91,consultation_gender_3,"If so, how did you obtain these views?",This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.
92,impact_gender_3,Please record the type of evidence and where it is from?,"This question asks you to record the nature of the information you have used to make your assessment of the impact.<br/><br/> A brief description of the information, its source and date is sufficient. e.g.<br/> Internal Audit Report.<br/> ABC Ltd<br/> October 2012"
93,additional_work_gender_3,Is there any more work you feel is necessary to complete the assessment?,Is there any more consultation or enquiry which you would like to complete before submitting the analysis for approval.  The answers to some of the earlier questions may have flagged areas which further scruntiny or you could perhaps highlight by way of a comment in the report.
94,purpose_gender_3,#{wordings[strand_short]},"<p>Having due regard to the need to advance equality of opportunity between persons who share a relevant protected characteristic and persons who do not share it involves the need to:</p><ul><li>remove or minimise disadvantages suffered by persons who share a relevant protected characteristic that are connected to that characteristic;</li><li>take steps to meet the needs of persons who share a relevant protected characteristic that are different from the needs of persons who do not share it;</li><li>encourage persons who share a relevant protected characteristic to participate in public life or in any other activity in which participation by such persons is disproportionately low.</li><p>The steps involved in meeting the needs of disabled persons that are different from the needs of persons who are not disabled include, in particular, steps to take account of disabled persons’ disabilities.Having due regard to the need to foster good relations between persons who share a relevant protected characteristic and persons who do not share it involves having due regard, in particular, to the need to:</p><ul><li>tackle prejudice;</li><li>promote understanding.</li></ul><p>It is acceptable that this #{function_policy_substitution} treats some persons more favourably than others.</p>"
95,consultation_gender_4,Have you obtained the views of relevant stakeholders on the impact of the #{function_policy_substitution} on #{wordings[strand]}?,"This question asks whether any stakeholders with knowledge and expertise on the #{""different "" if strand == ""gender""}interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][4][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for a wider consultation.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>  Please note that if your have not consulted with either individuals or stakeholders then you will not be allowed to continue with the assement until you have carried out some consultation."
96,impact_gender_4,Do you plan to collect any evidence?,This question asks you whether the Council has any plans to collect information to assess the impact of the #{function_policy_substitution}.
97,additional_work_gender_4,"Do you think that the #{function_policy_substitution} has a role in preventing #{wordings[strand]} being treated differently, in an unfair or inappropriate way, just because of their #{sentence_desc(strand)}?",This question asks you to assess whether the #{function_policy_substitution} could have a role in eliminating discrimination or harassment faced by #{wordings[strand]} as a result of their #{descriptive_term[strand]}.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to eliminate discrimination or harassment as their primary purpose and some #{function_policy_substitution}s which might have a secondary role in eliminating discrimination or harassment.
98,additional_work_gender_44,Please explain what work needs to be done.,A brief description of the nature of the work and timescales for completion will be sufficient.
99,consultation_gender_5,"If not, why not?",This question asks why stakeholders have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant stakeholders identified.  This would be the correct answer if it had been decided that there were no suitable stakeholders representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant stakeholders.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant stakeholders.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.</li></ul>
100,impact_gender_5,What evidence will be collected and when?,This question asks you to estimate the timescales for collecting additional information.<br/><br/> If you are not sure about the timescales please note this in the space provided.
101,consultation_gender_6,"If so, how did you obtain these views?",This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.
102,impact_gender_6,Have you received any other feedback about the #{function_policy_substitution} in meeting the needs of #{wordings[strand]}?,"This question asks you if there are other measures by which you could assess the impact of the #{function_policy_substitution} on #{wordings[strand]}#{data[""extra_strand_wordings""][""impact""][6][""extra_word""][strand]}.  Such measures might be the level of complaints, anecdotal evidence or your first hand experience of the #{function_policy_substitution}.<br/><br/>#{data[""extra_strand_wordings""][""impact""][6][""extra_paragraph""][strand]} The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/> In the light of this question you may want to go back and review your assessment of the impact of the #{function_policy_substitution} on #{wordings[strand]}."
103,consultation_gender_7,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,"This question asks you to identify any issues about the way in which the #{function_policy_substitution} has an impact upon #{wordings[strand]}.  An issue will be where there is a differential impact.  #{data[""extra_strand_wordings""][""consultation""][7][strand]}<br/><br/> Differential impact can be positive or negative.  Negative or adverse differential impact needs to be addressed by putting in place compensatory measures.<br/><br/> Some differential impact is intentional and can be characterised as positive action."
104,impact_gender_7,Please record the nature of such feedback.,"This question asks you to record the details of any additional measures.<br/><br/> A brief description, source and date will be sufficient."
105,impact_gender_8,"You may have evidence from more than one source.  If so, does it present a consistent view?",This question asks you whether all the information from the range of sources gives a consistent assessment of the impact of the #{function_policy_substitution}.
106,impact_gender_9,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,"This question asks you to identify any issues about the way in which the #{function_policy_substitution} has an impact upon people from different religions or beliefs.  An issue will be where there is a differential impact.  #{data[""extra_strand_wordings""][""impact""][9][strand]}<br/><br/> Differential impact can be positive or negative. Negative or adverse differential impact needs to be addressed by putting in place compensatory measures.<br/><br/> Some differential impact is intentional and can be characterised as positive action."
107,additional_work_gender_reassignment_1,Do you need any more information to complete the assessment?,This question asks you to reflect upon whether you think that you need further information to obtain a comprehensive view of the impact of the #{function_policy_substitution}.<br/><br/> The Impact section asked you to identify existing information to assess the impact of the #{function_policy_substitution} on #{wordings[strand]}.<br/><br/> The Consultation section asked you to who had been consulted about the impact of the #{function_policy_substitution}. <br/><br/> Even with these two sources of information you may feel that there is additional information required such as further data collection and analysis of further consultation.
108,consultation_gender_reassignment_1,Have you obtained the views of #{wordings[strand]} on the impact of the #{function_policy_substitution}?,"This question asks whether any individuals representing the interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][1][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for part of a wider consultation process.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>"
109,impact_gender_reassignment_1,Describe how the #{function_policy_substitution} meets the needs of #{wordings[strand]}?,"This question asks you to assess how the #{function_policy_substitution} meets the particular needs of #{wordings[strand]}.<br/><br/> If the #{function_policy_substitution} is not meeting the needs of any #{wordings[strand]} effectively purely because of their #{descriptive_term[strand]} then this should be noted.  Again if the #{function_policy_substitution} is meeting the needs of any #{wordings[strand]} effectively then it should be noted.  If the #{function_policy_substitution} has no role, positive or negative, in meeting the needs of any #{wordings[strand]} effectively then it should be noted. "
110,impact_gender_reassignment_10,Please give more information about the contradictory evidence.,This question asks you to record the details of the contradictory evidence.<br/><br/>
111,additional_work_gender_reassignment_10,Please explain how individuals may be impacted.,"Please explain how the #{function_policy_substitution} may prevent #{wordings[strand]} being treated differently, in an unfair or inappropriate way, just because of their #{sentence_desc(strand)}?  For example an activity with the impact of encouraging participation and access for #{wordings[strand]} would prevent them being treated unfairly. "
112,additional_work_gender_reassignment_11,Please explain how.,Please explain how the #{function_policy_substitution} may foster good relations between people who share the relevant characteric and those who do not.    For example an activity with the impact of encouraging participation of #{wordings[strand]} in activities they might not otherwise access could foster good relations. 
113,additional_work_gender_reassignment_2,Please explain what information you need.,"A brief description of the nature of the information, source and timescales for collection will be sufficient."
114,consultation_gender_reassignment_2,"If not, why not?",This question asks why groups have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant individuals identified.  This would be the correct answer if it had been decided that there were no suitable groups representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant individuals.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant individuals.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.</li></ul>
115,impact_gender_reassignment_2,Do you have evidence to support the assessment?,"This question asks you whether you have any information to support your assessment of the impact of the #{function_policy_substitution} that you recorded in the previous question.<br/><br/> The information could take a wide variety of forms from regular performance management information, evaluation work, surveys, academic publications and audit reports.<br/><br/> The available answers are:<br/> <ul><li>Yes</li> <li>No</li> </ul> If you have not got information to support the assessment of impact you might like to think on what basis you made the assessment."
116,additional_work_gender_reassignment_3,Is there any more work you feel is necessary to complete the assessment?,Is there any more consultation or enquiry which you would like to complete before submitting the analysis for approval.  The answers to some of the earlier questions may have flagged areas which further scruntiny or you could perhaps highlight by way of a comment in the report.
117,impact_gender_reassignment_3,Please record the type of evidence and where it is from?,"This question asks you to record the nature of the information you have used to make your assessment of the impact.<br/><br/> A brief description of the information, its source and date is sufficient. e.g.<br/> Internal Audit Report.<br/> ABC Ltd<br/> October 2012"
118,purpose_gender_reassignment_3,#{wordings[strand_short]},"<p>Having due regard to the need to advance equality of opportunity between persons who share a relevant protected characteristic and persons who do not share it involves the need to:</p><ul><li>remove or minimise disadvantages suffered by persons who share a relevant protected characteristic that are connected to that characteristic;</li><li>take steps to meet the needs of persons who share a relevant protected characteristic that are different from the needs of persons who do not share it;</li><li>encourage persons who share a relevant protected characteristic to participate in public life or in any other activity in which participation by such persons is disproportionately low.</li><p>The steps involved in meeting the needs of disabled persons that are different from the needs of persons who are not disabled include, in particular, steps to take account of disabled persons’ disabilities.Having due regard to the need to foster good relations between persons who share a relevant protected characteristic and persons who do not share it involves having due regard, in particular, to the need to:</p><ul><li>tackle prejudice;</li><li>promote understanding.</li></ul><p>It is acceptable that this #{function_policy_substitution} treats some persons more favourably than others.</p>"
119,consultation_gender_reassignment_3,"If so, how did you obtain these views?",This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.
120,consultation_gender_reassignment_4,Have you obtained the views of relevant stakeholders on the impact of the #{function_policy_substitution} on #{wordings[strand]}?,"This question asks whether any stakeholders with knowledge and expertise on the #{""different "" if strand == ""gender""}interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][4][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for a wider consultation.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>  Please note that if your have not consulted with either individuals or stakeholders then you will not be allowed to continue with the assement until you have carried out some consultation."
121,impact_gender_reassignment_4,Do you plan to collect any evidence?,This question asks you whether the Council has any plans to collect information to assess the impact of the #{function_policy_substitution}.
122,additional_work_gender_reassignment_4,"Do you think that the #{function_policy_substitution} has a role in preventing #{wordings[strand]} being treated differently, in an unfair or inappropriate way, just because of their #{sentence_desc(strand)}?",This question asks you to assess whether the #{function_policy_substitution} could have a role in eliminating discrimination or harassment faced by #{wordings[strand]} as a result of their #{descriptive_term[strand]}.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to eliminate discrimination or harassment as their primary purpose and some #{function_policy_substitution}s which might have a secondary role in eliminating discrimination or harassment.
123,additional_work_gender_reassignment_44,Please explain what work needs to be done.,A brief description of the nature of the work and timescales for completion will be sufficient.
124,consultation_gender_reassignment_5,"If not, why not?",This question asks why stakeholders have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant stakeholders identified.  This would be the correct answer if it had been decided that there were no suitable stakeholders representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant stakeholders.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant stakeholders.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.</li></ul>
125,impact_gender_reassignment_5,What evidence will be collected and when?,This question asks you to estimate the timescales for collecting additional information.<br/><br/> If you are not sure about the timescales please note this in the space provided.
126,additional_work_gender_reassignment_6,Do you think that the #{function_policy_substitution} could help foster good relations between persons who share the relevant protected characteristic and persons who do not share it?,This question asks you to assess whether the #{function_policy_substitution} could have a role in assisting #{wordings[strand]} to get on better with each other.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to promote good relations as their primary purpose and some #{function_policy_substitution}s that might have this as a secondary role.
127,impact_gender_reassignment_6,Have you received any other feedback about the #{function_policy_substitution} in meeting the needs of #{wordings[strand]}?,"This question asks you if there are other measures by which you could assess the impact of the #{function_policy_substitution} on #{wordings[strand]}#{data[""extra_strand_wordings""][""impact""][6][""extra_word""][strand]}.  Such measures might be the level of complaints, anecdotal evidence or your first hand experience of the #{function_policy_substitution}.<br/><br/>#{data[""extra_strand_wordings""][""impact""][6][""extra_paragraph""][strand]} The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/> In the light of this question you may want to go back and review your assessment of the impact of the #{function_policy_substitution} on #{wordings[strand]}."
128,consultation_gender_reassignment_6,"If so, how did you obtain these views?",This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.
129,impact_gender_reassignment_7,Please record the nature of such feedback.,"This question asks you to record the details of any additional measures.<br/><br/> A brief description, source and date will be sufficient."
130,consultation_gender_reassignment_7,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,"This question asks you to identify any issues about the way in which the #{function_policy_substitution} has an impact upon #{wordings[strand]}.  An issue will be where there is a differential impact.  #{data[""extra_strand_wordings""][""consultation""][7][strand]}<br/><br/> Differential impact can be positive or negative.  Negative or adverse differential impact needs to be addressed by putting in place compensatory measures.<br/><br/> Some differential impact is intentional and can be characterised as positive action."
131,impact_gender_reassignment_8,"You may have evidence from more than one source.  If so, does it present a consistent view?",This question asks you whether all the information from the range of sources gives a consistent assessment of the impact of the #{function_policy_substitution}.
132,impact_gender_reassignment_9,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,"This question asks you to identify any issues about the way in which the #{function_policy_substitution} has an impact upon people from different religions or beliefs.  An issue will be where there is a differential impact.  #{data[""extra_strand_wordings""][""impact""][9][strand]}<br/><br/> Differential impact can be positive or negative. Negative or adverse differential impact needs to be addressed by putting in place compensatory measures.<br/><br/> Some differential impact is intentional and can be characterised as positive action."
133,impact_marriage_civil_partnership_1,Describe how the #{function_policy_substitution} meets the needs of #{wordings[strand]}?,"This question asks you to assess how the #{function_policy_substitution} meets the particular needs of #{wordings[strand]}.<br/><br/> If the #{function_policy_substitution} is not meeting the needs of any #{wordings[strand]} effectively purely because of their #{descriptive_term[strand]} then this should be noted.  Again if the #{function_policy_substitution} is meeting the needs of any #{wordings[strand]} effectively then it should be noted.  If the #{function_policy_substitution} has no role, positive or negative, in meeting the needs of any #{wordings[strand]} effectively then it should be noted. "
134,additional_work_marriage_civil_partnership_1,Do you need any more information to complete the assessment?,This question asks you to reflect upon whether you think that you need further information to obtain a comprehensive view of the impact of the #{function_policy_substitution}.<br/><br/> The Impact section asked you to identify existing information to assess the impact of the #{function_policy_substitution} on #{wordings[strand]}.<br/><br/> The Consultation section asked you to who had been consulted about the impact of the #{function_policy_substitution}. <br/><br/> Even with these two sources of information you may feel that there is additional information required such as further data collection and analysis of further consultation.
135,consultation_marriage_civil_partnership_1,Have you obtained the views of #{wordings[strand]} on the impact of the #{function_policy_substitution}?,"This question asks whether any individuals representing the interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][1][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for part of a wider consultation process.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>"
136,additional_work_marriage_civil_partnership_10,Please explain how individuals may be impacted.,"Please explain how the #{function_policy_substitution} may prevent #{wordings[strand]} being treated differently, in an unfair or inappropriate way, just because of their #{sentence_desc(strand)}?  For example an activity with the impact of encouraging participation and access for #{wordings[strand]} would prevent them being treated unfairly. "
137,impact_marriage_civil_partnership_10,Please give more information about the contradictory evidence.,This question asks you to record the details of the contradictory evidence.<br/><br/>
138,additional_work_marriage_civil_partnership_11,Please explain how.,Please explain how the #{function_policy_substitution} may foster good relations between people who share the relevant characteric and those who do not.    For example an activity with the impact of encouraging participation of #{wordings[strand]} in activities they might not otherwise access could foster good relations. 
139,consultation_marriage_civil_partnership_2,"If not, why not?",This question asks why groups have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant individuals identified.  This would be the correct answer if it had been decided that there were no suitable groups representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant individuals.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant individuals.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.</li></ul>
140,impact_marriage_civil_partnership_2,Do you have evidence to support the assessment?,"This question asks you whether you have any information to support your assessment of the impact of the #{function_policy_substitution} that you recorded in the previous question.<br/><br/> The information could take a wide variety of forms from regular performance management information, evaluation work, surveys, academic publications and audit reports.<br/><br/> The available answers are:<br/> <ul><li>Yes</li> <li>No</li> </ul> If you have not got information to support the assessment of impact you might like to think on what basis you made the assessment."
141,additional_work_marriage_civil_partnership_2,Please explain what information you need.,"A brief description of the nature of the information, source and timescales for collection will be sufficient."
142,purpose_marriage_civil_partnership_3,#{wordings[strand_short]},"<p>Having due regard to the need to advance equality of opportunity between persons who share a relevant protected characteristic and persons who do not share it involves the need to:</p><ul><li>remove or minimise disadvantages suffered by persons who share a relevant protected characteristic that are connected to that characteristic;</li><li>take steps to meet the needs of persons who share a relevant protected characteristic that are different from the needs of persons who do not share it;</li><li>encourage persons who share a relevant protected characteristic to participate in public life or in any other activity in which participation by such persons is disproportionately low.</li><p>The steps involved in meeting the needs of disabled persons that are different from the needs of persons who are not disabled include, in particular, steps to take account of disabled persons’ disabilities.Having due regard to the need to foster good relations between persons who share a relevant protected characteristic and persons who do not share it involves having due regard, in particular, to the need to:</p><ul><li>tackle prejudice;</li><li>promote understanding.</li></ul><p>It is acceptable that this #{function_policy_substitution} treats some persons more favourably than others.</p>"
143,additional_work_marriage_civil_partnership_3,Is there any more work you feel is necessary to complete the assessment?,Is there any more consultation or enquiry which you would like to complete before submitting the analysis for approval.  The answers to some of the earlier questions may have flagged areas which further scruntiny or you could perhaps highlight by way of a comment in the report.
144,impact_marriage_civil_partnership_3,Please record the type of evidence and where it is from?,"This question asks you to record the nature of the information you have used to make your assessment of the impact.<br/><br/> A brief description of the information, its source and date is sufficient. e.g.<br/> Internal Audit Report.<br/> ABC Ltd<br/> October 2012"
145,consultation_marriage_civil_partnership_3,"If so, how did you obtain these views?",This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.
146,consultation_marriage_civil_partnership_4,Have you obtained the views of relevant stakeholders on the impact of the #{function_policy_substitution} on #{wordings[strand]}?,"This question asks whether any stakeholders with knowledge and expertise on the #{""different "" if strand == ""gender""}interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][4][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for a wider consultation.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>  Please note that if your have not consulted with either individuals or stakeholders then you will not be allowed to continue with the assement until you have carried out some consultation."
147,impact_marriage_civil_partnership_4,Do you plan to collect any evidence?,This question asks you whether the Council has any plans to collect information to assess the impact of the #{function_policy_substitution}.
148,additional_work_marriage_civil_partnership_4,"Do you think that the #{function_policy_substitution} has a role in preventing #{wordings[strand]} being treated differently, in an unfair or inappropriate way, just because of their #{sentence_desc(strand)}?",This question asks you to assess whether the #{function_policy_substitution} could have a role in eliminating discrimination or harassment faced by #{wordings[strand]} as a result of their #{descriptive_term[strand]}.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to eliminate discrimination or harassment as their primary purpose and some #{function_policy_substitution}s which might have a secondary role in eliminating discrimination or harassment.
149,additional_work_marriage_civil_partnership_44,Please explain what work needs to be done.,A brief description of the nature of the work and timescales for completion will be sufficient.
150,consultation_marriage_civil_partnership_5,"If not, why not?",This question asks why stakeholders have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant stakeholders identified.  This would be the correct answer if it had been decided that there were no suitable stakeholders representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant stakeholders.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant stakeholders.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.</li></ul>
151,impact_marriage_civil_partnership_5,What evidence will be collected and when?,This question asks you to estimate the timescales for collecting additional information.<br/><br/> If you are not sure about the timescales please note this in the space provided.
152,consultation_marriage_civil_partnership_6,"If so, how did you obtain these views?",This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.
153,impact_marriage_civil_partnership_6,Have you received any other feedback about the #{function_policy_substitution} in meeting the needs of #{wordings[strand]}?,"This question asks you if there are other measures by which you could assess the impact of the #{function_policy_substitution} on #{wordings[strand]}#{data[""extra_strand_wordings""][""impact""][6][""extra_word""][strand]}.  Such measures might be the level of complaints, anecdotal evidence or your first hand experience of the #{function_policy_substitution}.<br/><br/>#{data[""extra_strand_wordings""][""impact""][6][""extra_paragraph""][strand]} The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/> In the light of this question you may want to go back and review your assessment of the impact of the #{function_policy_substitution} on #{wordings[strand]}."
154,additional_work_marriage_civil_partnership_6,Do you think that the #{function_policy_substitution} could help foster good relations between persons who share the relevant protected characteristic and persons who do not share it?,This question asks you to assess whether the #{function_policy_substitution} could have a role in assisting #{wordings[strand]} to get on better with each other.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to promote good relations as their primary purpose and some #{function_policy_substitution}s that might have this as a secondary role.
155,consultation_marriage_civil_partnership_7,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,"This question asks you to identify any issues about the way in which the #{function_policy_substitution} has an impact upon #{wordings[strand]}.  An issue will be where there is a differential impact.  #{data[""extra_strand_wordings""][""consultation""][7][strand]}<br/><br/> Differential impact can be positive or negative.  Negative or adverse differential impact needs to be addressed by putting in place compensatory measures.<br/><br/> Some differential impact is intentional and can be characterised as positive action."
156,impact_marriage_civil_partnership_7,Please record the nature of such feedback.,"This question asks you to record the details of any additional measures.<br/><br/> A brief description, source and date will be sufficient."
157,impact_marriage_civil_partnership_8,"You may have evidence from more than one source.  If so, does it present a consistent view?",This question asks you whether all the information from the range of sources gives a consistent assessment of the impact of the #{function_policy_substitution}.
158,impact_marriage_civil_partnership_9,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,"This question asks you to identify any issues about the way in which the #{function_policy_substitution} has an impact upon people from different religions or beliefs.  An issue will be where there is a differential impact.  #{data[""extra_strand_wordings""][""impact""][9][strand]}<br/><br/> Differential impact can be positive or negative. Negative or adverse differential impact needs to be addressed by putting in place compensatory measures.<br/><br/> Some differential impact is intentional and can be characterised as positive action."
159,purpose_overall_13,This must capture your overall analysis and understanding of assessment being undertaken to arrive at your decision.,"This Initial Assessment should be completed at the earliest opportunity and will determine whether or not it is necessary to carry out a Full Equality Assessment. <br/><br/> The Initial Assessment assesses whether the policy, strategy, function or service may have an impact either positively or negatively on any customer group, staff or part of a community of place, interest or identity and should demonstrate that the policy, strategy, function or service is robust; there is no potential for discrimination or adverse impact. All opportunities to promote equality have been taken. <br/><br/> The use of supporting data and intelligence is vital to the decision taken at this stage. If you do not have sufficient evidence to make an informed decision you need to progress to a Full Equality Assessment. <br/><br/> Consultation must take place with appropriate stakeholders as part of the Equality Assessment process. This is to gain their perspectives on the work that is being undertaken and the services delivered."
160,purpose_overall_14,This must capture your final analysis and understanding of assessment being undertaken to arrive at your decision.,"In completing this section you will have identified that your assessment: <br/><ul> <li>Demonstrates  “due regard” to the 3 aims of the General Duty</li> <li>Consultation and Engagement has been undertaken and has informed decision making;</li> <li>Consideration has been given to take account of disabled persons’ disabilities, even where that involves treating disabled persons more favourably than other persons;</li> <li>Relevant information (key findings of the assessment ) have been documented;</li> <li>Where an adverse impact has been identified, consideration has been given on how to mitigate the impact</li> <li>Considerations have been given to alternate options;</li> <li>Provides adequate records detailing how decisions have been made at relevant stages, through out the Assessment;</li> <li>Actions completed;</li> <li>Provides information on how you intend to utilise the findings as part of  your decision-making;</li> <li>Provides details on how your policy will meet the city councils responsibility in relation to equality;</li> <li>Demonstrates how you will engage service users, employees in implementation, monitoring and review;</li> <li>Demonstrates what changes/modifications will now be made to the policy in the light of this Assessment;</li> <li>Cabinet members have been provided with the relevant information on this proposal, prior to decision making</li> <br/><br/></ul> Finally, if any further work needs to be done on this Assessment, you will need to state this."
161,purpose_overall_2,What is the purpose of this #{function_policy_substitution} and expected outcomes?,"This question asks you to identify the target outcome or desired state of affairs which the #{function_policy_substitution} is designed to deliver.  If the #{function_policy_substitution} does the job which it is supposed to do, what will it change or achieve.<br/><br/> Examples of target outcomes are:<ul> <li>A narrowing of the gap between the local employment rate for priority disadvantaged groups and the national rate.</li> <li>An improvement in the skill levels of the workforce to better meet the needs of the local economy.</li></ul> It is unlikely that the target outcome will be expressed in terms of numerical targets or outputs."
162,purpose_overall_5,Service Users/Stakeholders,#{function_policy_substitution}s on how the Council is structured and operates such as HR #{function_policy_substitution}s will have an impact on staff employed by the Council.  Staff are almost certain to be Services Users as well but this question is asked in relation to their role as staff.
163,purpose_overall_6,Employees,#{function_policy_substitution}s on how the Council is structured and operates such as HR #{function_policy_substitution}s will have an impact on staff employed by the Council.  Staff are almost certain to be Services Users as well but this question is asked in relation to their role as staff.
164,purpose_overall_7,Wider Community,#{function_policy_substitution}s on how the Council is structured and operates such as HR #{function_policy_substitution}s will have an impact on staff employed by the Council.  Staff are almost certain to be Services Users as well but this question is asked in relation to their role as staff.
